anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1982;11;30;"BERGA";3;"NE";1;35.51;-1.19;18.35
1958;2;18;"MASNOU";79;"E";5;19.63;-1.57;10.6
1977;11;1;"HOSPI";123;"NE";8;-2.9;-7.85;2.47
1984;12;17;"BCN";134;"NE";1;26.4;8.85;8.77
2002;10;14;"MASNOU";39;"SE";2;32.41;-9.75;21.08
1986;3;7;"TARRACO";83;"O";3;31.83;17.62;7.1
1984;2;10;"BCN";70;"E";3;30.59;7.2;11.7
2003;8;8;"VIC";132;"NO";1;10.8;-8.85;9.82
1999;8;5;"HOSPI";7;"NO";8;16.79;2.09;7.35
1966;5;16;"HOSPI";66;"NE";6;25.4;11.4;7.0
1990;8;20;"VIC";99;"SE";9;13.04;-0.17;6.6
1955;5;12;"STACOL";123;"NE";5;40.21;-0.89;20.55
1985;3;29;"TIBIDABO";151;"SE";7;31.52;3.34;14.09
1951;2;3;"TIBIDABO";48;"O";3;23.48;15.8;3.84
1976;9;20;"BCN";61;"N";7;41.58;-2.87;22.22
1965;8;11;"TARRACO";14;"SO";2;38.87;16.71;11.08
1957;4;28;"TIBIDABO";169;"NE";3;11.53;-7.8;9.66
2010;6;9;"VIC";51;"O";4;35.27;14.5;10.39
1970;2;16;"LLEIDA";87;"N";2;37.98;16.33;10.82
1967;3;24;"VIC";154;"SO";2;40.45;15.04;12.71
1962;7;10;"HOSPI";180;"E";10;27.13;2.51;12.31
1962;8;24;"TIBIDABO";171;"O";1;38.34;16.62;10.86
2006;11;19;"LLEIDA";143;"SO";9;25.5;-6.02;15.76
2016;12;23;"BCN";28;"E";6;20.89;2.02;9.44
2012;6;14;"BERGA";70;"S";3;29.62;5.36;12.13
1976;4;13;"MASNOU";32;"NE";8;29.45;-6.21;17.83
1973;11;25;"STACOL";58;"N";4;12.93;3.32;4.8
1996;12;7;"HOSPI";0;"SE";6;44.92;3.43;20.75
1998;12;21;"VIC";7;"NE";6;-4.95;-6.57;0.81
1979;10;10;"TARRACO";127;"S";0;38.19;9.84;14.17
1991;12;25;"HOSPI";39;"NO";8;21.45;-7.13;14.29
1979;1;21;"VIC";64;"E";5;29.27;14.9;7.18
1993;3;28;"TIBIDABO";62;"S";7;36.1;15.27;10.42
1994;9;20;"VIC";14;"O";2;36.95;14.81;11.07
2013;11;26;"TIBIDABO";135;"S";9;30.37;-5.12;17.75
1992;4;18;"LLEIDA";5;"S";4;23.54;11.19;6.17
2002;9;26;"VIC";26;"SO";3;18.71;5.03;6.84
2008;10;24;"HOSPI";68;"E";5;18.75;8.75;5.0
1960;1;19;"TARRACO";72;"NO";3;40.77;3.86;18.46
1968;4;9;"TIBIDABO";86;"S";8;43.28;14.69;14.3
2007;6;16;"BERGA";168;"NO";1;6.59;-0.52;3.55
2011;9;29;"BERGA";108;"NE";8;42.87;-1.97;22.42
2000;4;11;"GIRONA";146;"O";9;25.24;19.2;3.02
2005;10;13;"HOSPI";87;"SE";6;43.35;19.25;12.05
1993;12;18;"VIC";17;"NE";5;44.5;3.44;20.53
1987;10;23;"TIBIDABO";15;"E";5;14.16;10.49;1.83
1998;10;18;"BCN";100;"NO";6;15.26;7.97;3.65
1963;2;26;"GIRONA";68;"N";1;40.64;1.85;19.39
1963;4;2;"STACOL";99;"NO";4;35.19;19.78;7.7
1992;1;24;"MASNOU";200;"S";8;35.63;-5.44;20.54
1954;3;28;"BERGA";15;"SO";8;36.31;1.95;17.18
1969;4;6;"TIBIDABO";156;"S";8;30.69;9.38;10.66
1978;11;1;"TARRACO";152;"SE";7;29.71;5.63;12.04
1972;8;25;"HOSPI";67;"O";2;14.97;2.99;5.99
1972;3;22;"BERGA";94;"E";0;27.42;8.74;9.34
1996;5;11;"LLEIDA";105;"E";5;43.43;-6.37;24.9
2001;11;3;"HOSPI";42;"O";9;10.33;-6.65;8.49
2015;2;2;"LLEIDA";34;"N";4;20.75;17.11;1.82
1967;8;11;"LLEIDA";142;"NO";7;27.55;15.09;6.23
1987;1;11;"LLEIDA";55;"NE";2;26.56;8.45;9.05
1982;6;15;"BERGA";100;"NO";10;36.64;16.85;9.89
1979;3;17;"HOSPI";69;"NO";3;31.94;-2.08;17.01
1964;1;5;"TARRACO";75;"N";6;44.16;10.72;16.72
1953;1;20;"LLEIDA";102;"E";3;40.16;18.87;10.64
1968;9;25;"BERGA";45;"SO";2;42.85;16.87;12.99
2008;2;4;"TIBIDABO";161;"E";1;23.75;4.74;9.5
1998;11;26;"BCN";55;"N";9;25.14;1.55;11.79
1981;9;16;"MASNOU";186;"E";4;29.43;3.04;13.2
1964;2;29;"HOSPI";82;"O";6;43.09;4.96;19.07
1999;3;15;"MASNOU";96;"SO";8;17.64;-7.66;12.65
1990;9;14;"HOSPI";116;"SE";1;36.08;-8.49;22.29
2016;8;25;"LLEIDA";64;"O";10;18.74;12.32;3.21
1966;3;1;"LLEIDA";142;"SE";10;29.42;-7.7;18.56
2014;1;30;"GIRONA";22;"SO";3;25.01;13.26;5.88
1987;8;1;"VIC";109;"E";3;10.75;4.63;3.06
2006;3;27;"TARRACO";29;"SE";6;29.28;13.39;7.95
2017;11;18;"HOSPI";193;"SE";1;36.59;6.06;15.27
2004;1;4;"BERGA";179;"NO";9;43.21;7.1;18.05
1951;7;23;"TIBIDABO";13;"O";5;5.31;-6.06;5.68
1953;1;29;"GIRONA";107;"SE";3;10.86;-4.6;7.73
1979;1;8;"BCN";46;"S";7;21.85;-1.22;11.54
1952;5;3;"TIBIDABO";185;"O";1;31.07;-8.39;19.73
2014;7;2;"BCN";93;"SE";9;4.98;4.9;0.04
1950;8;9;"BCN";85;"N";2;18.34;15.9;1.22
1956;2;9;"TIBIDABO";122;"SO";5;39.85;2.38;18.73
1968;3;1;"HOSPI";178;"O";6;18.17;3.69;7.24
2009;11;24;"BERGA";191;"O";3;40.12;-2.43;21.27
2012;8;23;"MASNOU";71;"SE";10;39.59;4.52;17.54
1952;2;28;"MASNOU";158;"SO";3;41.91;14.94;13.48
2013;7;19;"GIRONA";24;"NE";8;21.93;-9.73;15.83
1985;1;6;"LLEIDA";167;"NE";1;16.07;15.1;0.49
1990;5;8;"TIBIDABO";145;"E";1;1.09;-1.44;1.27
1958;6;12;"GIRONA";62;"S";1;27.51;14.63;6.44
1991;7;27;"STACOL";16;"S";3;7.87;-9.31;8.59
1950;12;23;"MASNOU";194;"NE";3;3.0;-0.25;1.62
1951;1;22;"MASNOU";108;"SE";1;20.29;4.95;7.67
2011;1;1;"HOSPI";200;"O";6;41.72;10.51;15.61
2013;12;14;"GIRONA";72;"SE";4;22.09;16.07;3.01
1985;11;4;"TIBIDABO";140;"SO";8;12.39;3.86;4.27
1977;12;28;"STACOL";179;"O";10;28.95;4.46;12.24
1950;10;21;"BCN";42;"SE";3;34.33;7.88;13.22
1963;8;11;"VIC";119;"NE";1;17.84;-1.67;9.75
1969;10;12;"TARRACO";48;"E";2;20.3;-0.64;10.47
1991;3;4;"LLEIDA";151;"N";6;32.81;11.52;10.65
2015;1;27;"TARRACO";21;"N";2;35.52;16.33;9.6
2008;10;1;"LLEIDA";61;"SO";5;24.92;13.16;5.88
2003;2;5;"BERGA";194;"O";0;22.59;4.15;9.22
1951;5;20;"TARRACO";160;"NO";4;22.44;5.74;8.35
2011;11;12;"TIBIDABO";88;"SE";2;31.31;17.33;6.99
1964;8;27;"HOSPI";78;"NO";4;15.91;6.31;4.8
1963;9;26;"GIRONA";66;"N";6;38.1;-7.15;22.62
2014;2;5;"MASNOU";175;"O";4;29.33;12.23;8.55
1982;2;27;"GIRONA";145;"SE";8;2.15;-0.29;1.22
1969;8;16;"STACOL";118;"NO";4;37.85;16.1;10.88
1988;12;9;"GIRONA";146;"S";5;32.88;2.32;15.28
1974;6;20;"MASNOU";47;"E";8;12.26;4.42;3.92
1954;9;21;"HOSPI";136;"NE";8;15.76;10.38;2.69
1966;2;24;"GIRONA";65;"O";10;4.6;-1.86;3.23
1950;9;5;"BCN";155;"SO";7;24.08;8.09;7.99
2003;1;22;"BCN";165;"NO";5;27.84;19.95;3.95
1991;9;8;"GIRONA";145;"S";6;4.65;-7.48;6.07
2018;4;11;"BERGA";183;"NO";6;43.09;7.84;17.62
1968;8;5;"LLEIDA";16;"S";10;26.56;15.29;5.63
1998;1;26;"TARRACO";183;"SE";4;41.85;-7.82;24.84
1961;3;1;"VIC";36;"O";5;31.91;11.95;9.98
2007;9;28;"LLEIDA";92;"S";0;44.51;5.3;19.61
1972;7;24;"VIC";7;"NO";9;29.73;4.41;12.66
1957;1;6;"VIC";94;"NE";6;40.15;-4.53;22.34
2009;4;3;"TIBIDABO";200;"S";4;16.62;-2.54;9.58
2016;5;13;"VIC";192;"N";7;24.74;18.31;3.21
1998;4;23;"MASNOU";94;"NO";8;16.32;-5.17;10.75
1983;4;1;"MASNOU";13;"SE";6;33.56;17.64;7.96
1978;2;9;"BERGA";180;"E";4;19.09;19.03;0.03
1970;1;26;"TARRACO";19;"NO";1;41.02;9.45;15.79
1961;4;5;"STACOL";146;"NO";4;39.79;7.94;15.92
1976;1;4;"LLEIDA";137;"NE";5;41.09;7.46;16.82
1958;9;14;"MASNOU";151;"SO";8;22.99;3.58;9.7
2015;1;6;"BCN";2;"O";0;9.6;-0.48;5.04
1950;10;20;"BERGA";191;"O";5;28.33;-5.42;16.88
2003;1;30;"STACOL";146;"O";8;15.28;4.21;5.54
1975;4;16;"VIC";40;"SO";2;22.11;15.15;3.48
1965;10;9;"LLEIDA";44;"O";1;34.31;6.55;13.88
1978;2;11;"HOSPI";197;"NE";1;1.6;-4.54;3.07
1981;12;12;"MASNOU";106;"S";0;28.63;9.1;9.77
1975;3;29;"BCN";164;"N";5;26.6;10.39;8.11
2010;2;9;"STACOL";43;"O";6;37.46;16.47;10.5
1968;2;1;"BCN";191;"SO";4;22.49;18.65;1.92
1950;7;29;"LLEIDA";63;"S";2;39.57;0.61;19.48
2005;12;10;"BERGA";69;"N";1;38.65;15.2;11.72
1951;2;19;"BCN";163;"N";3;23.7;9.9;6.9
1978;3;25;"HOSPI";112;"NE";8;-9.2;-9.95;0.38
1993;2;11;"BERGA";15;"O";9;11.97;-0.92;6.45
1981;2;14;"STACOL";92;"N";2;25.7;-1.11;13.4
1953;4;29;"BCN";35;"SE";8;12.11;-0.32;6.21
1982;1;6;"BCN";8;"NE";3;9.96;-0.93;5.45
2010;6;4;"TIBIDABO";110;"E";2;36.88;15.69;10.6
1967;10;15;"BERGA";74;"S";7;33.16;-6.88;20.02
1998;2;12;"GIRONA";34;"NO";5;44.86;2.14;21.36
2016;6;4;"BERGA";144;"SO";8;43.88;-2.19;23.04
1987;8;14;"GIRONA";83;"E";4;21.62;18.41;1.61
1977;10;16;"BERGA";160;"NO";8;44.53;18.43;13.05
1993;4;16;"BCN";173;"O";3;0.93;-3.2;2.06
2005;8;22;"BERGA";84;"N";0;41.72;-1.62;21.67
2001;3;3;"TIBIDABO";22;"SO";9;32.8;-3.46;18.13
2016;2;27;"GIRONA";139;"NO";10;39.12;19.76;9.68
1996;8;11;"TARRACO";38;"NE";10;33.98;15.85;9.06
1950;3;1;"BERGA";90;"SO";3;41.92;-4.23;23.08
2004;6;1;"BERGA";115;"S";7;19.11;17.38;0.87
1952;12;24;"GIRONA";80;"SE";4;-1.15;-1.15;0.0
1968;7;24;"BERGA";92;"O";4;40.44;-8.07;24.25
1962;5;18;"VIC";140;"NO";9;43.54;2.16;20.69
1959;7;7;"BERGA";81;"NE";8;9.16;5.93;1.62
1990;8;3;"TIBIDABO";170;"N";0;4.96;4.5;0.23
2009;9;14;"TIBIDABO";181;"SO";5;30.53;0.76;14.88
1984;8;9;"STACOL";150;"NE";4;43.2;13.57;14.82
1971;11;15;"VIC";130;"E";5;36.05;8.29;13.88
1966;7;25;"BERGA";92;"N";2;14.1;0.51;6.79
2012;11;13;"HOSPI";62;"O";7;19.97;-4.26;12.11
1955;2;3;"TIBIDABO";111;"E";10;1.18;-6.57;3.88
1990;1;20;"STACOL";189;"E";9;25.86;-9.62;17.74
2002;9;7;"STACOL";9;"O";6;11.56;9.38;1.09
2004;3;11;"TIBIDABO";120;"NE";3;26.02;-6.94;16.48
1993;11;16;"HOSPI";12;"NO";0;40.67;17.63;11.52
1990;5;27;"HOSPI";25;"N";4;44.58;0.08;22.25
1952;3;19;"MASNOU";105;"O";10;11.76;-6.97;9.37
1980;4;11;"STACOL";141;"NO";2;25.32;-5.47;15.39
1966;7;24;"MASNOU";154;"O";8;15.52;14.61;0.46
1974;9;9;"VIC";154;"E";8;25.14;-9.69;17.41
2011;6;20;"BCN";42;"O";8;6.62;4.38;1.12
2014;10;15;"TARRACO";64;"SO";0;41.31;18.81;11.25
1976;9;21;"MASNOU";45;"S";5;17.48;-8.36;12.92
1977;9;22;"BERGA";134;"NO";7;25.21;-6.15;15.68
2016;6;17;"BERGA";36;"E";10;29.28;19.57;4.86
1954;5;9;"VIC";123;"SO";5;41.13;10.32;15.41
2010;6;16;"HOSPI";13;"E";8;16.18;-6.66;11.42
1989;5;1;"TARRACO";78;"NE";3;15.1;9.83;2.63
2008;8;17;"BERGA";20;"NO";2;22.66;17.93;2.37
2017;1;15;"LLEIDA";46;"O";10;20.88;-4.65;12.77
1968;11;4;"STACOL";90;"E";5;-1.93;-8.84;3.46
2006;8;16;"BERGA";21;"O";8;43.99;-9.69;26.84
2002;1;6;"BCN";12;"O";4;11.13;0.9;5.12
1961;1;13;"BERGA";170;"O";2;30.49;-8.26;19.38
1969;11;21;"BERGA";66;"SO";4;27.31;14.27;6.52
1992;9;21;"STACOL";53;"E";4;17.98;8.84;4.57
1982;11;3;"TIBIDABO";87;"SE";8;27.16;-8.94;18.05
1969;2;23;"TIBIDABO";191;"NO";10;24.39;3.74;10.32
1952;2;4;"TIBIDABO";52;"SE";0;30.85;12.14;9.36
1956;11;28;"HOSPI";196;"NO";5;17.68;8.04;4.82
2001;4;2;"MASNOU";54;"NE";0;-4.17;-4.92;0.38
2008;7;27;"TARRACO";176;"SE";10;-0.37;-9.91;4.77
1988;3;11;"HOSPI";115;"S";5;21.14;15.46;2.84
1967;5;12;"GIRONA";100;"SO";0;25.54;1.9;11.82
2001;6;14;"BCN";34;"E";6;25.36;10.68;7.34
1999;9;10;"BERGA";195;"S";3;40.17;15.31;12.43
1985;12;10;"HOSPI";130;"N";7;18.48;18.42;0.03
1956;1;20;"BCN";105;"SE";0;-1.32;-4.26;1.47
1986;6;15;"VIC";95;"SE";7;41.08;-7.3;24.19
1968;12;16;"BCN";122;"O";8;31.69;-9.27;20.48
1979;12;26;"VIC";45;"S";9;23.49;10.46;6.51
2012;10;21;"BCN";119;"SO";4;26.52;-0.67;13.6
1991;9;16;"MASNOU";174;"E";10;36.69;-0.15;18.42
1980;3;30;"LLEIDA";170;"N";2;38.83;-3.41;21.12
1992;12;16;"LLEIDA";21;"O";6;28.97;18.71;5.13
1961;3;12;"VIC";145;"N";1;9.21;6.56;1.33
1996;9;7;"GIRONA";147;"NO";1;43.06;6.7;18.18
1978;11;7;"STACOL";6;"E";0;6.3;5.03;0.63
1990;2;17;"BERGA";52;"NO";2;36.43;9.39;13.52
1988;10;30;"TIBIDABO";98;"S";6;38.39;3.73;17.33
1966;11;20;"BERGA";172;"S";5;39.88;7.02;16.43
1996;1;26;"MASNOU";200;"NE";9;22.42;2.91;9.76
1956;12;29;"BCN";92;"NE";3;43.85;9.89;16.98
2014;7;20;"HOSPI";78;"SO";8;28.83;11.26;8.79
2001;4;25;"MASNOU";102;"S";2;3.06;-3.04;3.05
1997;7;21;"VIC";169;"N";4;25.75;-3.05;14.4
2001;3;15;"TIBIDABO";33;"O";1;31.39;-1.94;16.66
1959;2;9;"HOSPI";64;"SO";6;25.25;-0.02;12.63
1977;2;12;"BCN";34;"E";9;40.57;17.85;11.36
1993;11;28;"TIBIDABO";138;"SE";0;27.9;18.7;4.6
2016;11;12;"HOSPI";103;"N";1;28.09;-7.29;17.69
1994;12;16;"TARRACO";195;"NE";3;31.37;16.32;7.53
1993;2;18;"HOSPI";114;"SE";8;32.29;-6.44;19.36
1970;11;12;"LLEIDA";179;"N";2;40.81;-3.36;22.09
2017;4;4;"MASNOU";84;"NO";1;34.23;-2.93;18.58
2017;5;4;"GIRONA";3;"NO";1;32.54;-3.74;18.14
1955;11;27;"MASNOU";50;"N";2;0.33;-6.51;3.42
1995;4;24;"MASNOU";179;"N";6;26.56;2.06;12.25
1998;11;3;"TARRACO";70;"SE";1;-4.47;-5.77;0.65
1975;9;27;"GIRONA";100;"O";2;44.87;13.16;15.85
2002;9;12;"STACOL";136;"NE";1;9.95;-0.27;5.11
1965;3;2;"STACOL";189;"SO";0;12.67;-2.16;7.42
1976;11;4;"STACOL";81;"SO";6;30.84;-3.14;16.99
1957;11;17;"BCN";195;"SO";3;37.88;5.05;16.42
2003;7;21;"BERGA";130;"O";8;38.72;13.09;12.81
2003;4;9;"STACOL";172;"E";2;32.26;-9.63;20.95
1984;7;27;"TARRACO";87;"NE";10;33.59;-1.6;17.6
1983;4;6;"HOSPI";58;"E";8;18.97;18.2;0.38
1990;8;27;"TARRACO";150;"E";2;36.33;14.86;10.73
2018;8;12;"MASNOU";125;"O";5;-2.93;-6.77;1.92
1963;3;24;"TARRACO";164;"E";5;36.5;15.03;10.73
2006;1;3;"LLEIDA";24;"SE";9;29.58;13.7;7.94
1956;2;6;"TARRACO";68;"NO";4;19.91;10.72;4.59
1980;9;27;"BERGA";95;"S";8;32.34;-4.92;18.63
1953;1;12;"GIRONA";83;"SO";3;25.96;14.79;5.59
1997;10;15;"VIC";97;"N";0;2.6;1.16;0.72
1993;1;30;"BCN";66;"E";9;39.08;-3.52;21.3
1955;9;16;"TARRACO";125;"S";10;8.79;2.26;3.26
1960;5;16;"VIC";186;"SO";4;5.81;2.38;1.71
1953;5;4;"LLEIDA";172;"NO";2;36.53;4.91;15.81
2001;8;26;"LLEIDA";199;"S";4;37.72;7.73;14.99
1979;12;20;"BERGA";108;"NE";10;41.72;14.26;13.73
1974;3;28;"STACOL";85;"SO";8;7.21;-7.81;7.51
1986;12;5;"BCN";191;"NO";0;35.91;-4.23;20.07
1981;4;14;"TARRACO";144;"NE";5;27.18;4.33;11.43
1961;12;20;"TIBIDABO";21;"S";9;18.82;16.05;1.38
2014;11;5;"LLEIDA";117;"SE";0;41.58;11.38;15.1
1965;4;15;"BERGA";185;"SO";3;-3.3;-8.71;2.71
1980;5;11;"GIRONA";67;"N";9;22.54;16.68;2.93
1965;3;11;"VIC";16;"SE";3;34.58;-3.85;19.21
2017;12;22;"MASNOU";117;"E";4;9.03;7.8;0.61
1996;9;25;"HOSPI";162;"S";10;27.22;-1.08;14.15
1956;11;17;"BERGA";163;"O";8;9.03;-3.1;6.06
1985;10;1;"BCN";64;"E";5;18.59;15.16;1.71
1954;9;27;"LLEIDA";150;"SE";1;20.3;14.12;3.09
2009;3;30;"BERGA";153;"SE";10;32.46;15.83;8.32
2000;7;11;"TARRACO";118;"SE";10;40.19;7.97;16.11
1964;5;1;"TARRACO";10;"O";3;14.4;5.89;4.26
1984;2;22;"BCN";200;"S";4;34.0;-2.35;18.18
2012;6;7;"LLEIDA";81;"E";6;32.14;-1.09;16.62
1997;12;21;"TARRACO";72;"O";6;28.44;6.78;10.83
1969;3;29;"BCN";5;"NO";3;0.32;-6.45;3.39
1993;2;30;"TIBIDABO";127;"S";3;39.96;-7.57;23.77
1952;1;11;"TARRACO";84;"E";1;19.52;-6.6;13.06
1963;10;5;"VIC";65;"SO";8;26.84;-1.39;14.12
2012;3;15;"HOSPI";116;"NE";3;19.77;10.43;4.67
1964;7;3;"BCN";4;"N";5;36.27;8.22;14.03
1994;8;13;"TIBIDABO";140;"N";1;-1.54;-8.68;3.57
2012;7;25;"LLEIDA";67;"N";8;8.81;-9.27;9.04
2016;8;11;"BERGA";177;"E";9;28.02;18.58;4.72
2002;11;6;"GIRONA";8;"NO";0;27.64;-3.42;15.53
1984;10;8;"TARRACO";176;"SO";3;-4.67;-9.14;2.24
2014;11;21;"VIC";116;"N";0;8.28;0.66;3.81
1968;3;13;"VIC";171;"NO";2;19.15;-0.35;9.75
2014;8;20;"VIC";99;"S";0;22.68;2.24;10.22
1978;6;24;"GIRONA";95;"N";7;34.98;14.17;10.4
1997;3;4;"TIBIDABO";96;"O";2;32.61;15.75;8.43
2012;8;28;"TARRACO";115;"SE";7;34.46;13.66;10.4
2012;2;9;"BERGA";87;"SE";3;26.22;19.05;3.58
1991;9;6;"TARRACO";97;"E";4;33.64;10.71;11.46
1957;11;20;"MASNOU";195;"NO";9;33.57;13.52;10.03
1956;5;3;"VIC";11;"O";10;25.36;-4.16;14.76
1962;7;2;"BERGA";170;"NE";6;42.03;18.72;11.66
1965;1;1;"HOSPI";187;"SE";9;15.28;13.37;0.96
1995;11;29;"VIC";128;"NO";5;35.07;11.5;11.79
1978;2;1;"GIRONA";89;"E";0;43.69;14.39;14.65
1967;11;12;"LLEIDA";135;"NE";5;3.35;2.86;0.25
2009;3;7;"VIC";35;"SE";7;-3.11;-9.6;3.25
1968;12;21;"VIC";171;"SO";10;38.43;5.03;16.7
1993;5;27;"STACOL";184;"S";6;44.97;0.63;22.17
2014;12;30;"LLEIDA";63;"S";5;13.66;9.48;2.09
2000;6;4;"LLEIDA";184;"N";5;41.42;-6.36;23.89
1964;8;15;"TIBIDABO";14;"N";2;-2.59;-5.63;1.52
1975;2;10;"BCN";194;"O";2;22.34;12.99;4.67
1957;12;8;"TARRACO";4;"SO";0;19.02;-3.97;11.49
1990;9;1;"STACOL";90;"NE";0;25.94;11.33;7.31
1965;1;20;"STACOL";148;"NO";1;20.53;-9.66;15.1
2005;12;19;"GIRONA";67;"NE";1;36.31;6.96;14.68
1968;5;3;"TIBIDABO";193;"E";2;23.8;0.68;11.56
1978;10;25;"GIRONA";14;"SO";5;24.23;2.87;10.68
2002;3;20;"BCN";94;"N";6;6.06;3.07;1.49
1995;12;29;"LLEIDA";39;"NE";1;33.24;8.44;12.4
1958;12;17;"TIBIDABO";69;"SO";4;14.67;-0.52;7.59
2017;12;30;"BCN";197;"E";0;35.0;18.7;8.15
1982;11;27;"BERGA";99;"NO";3;43.97;-5.14;24.55
1997;8;28;"STACOL";164;"NE";8;19.8;7.73;6.04
1963;5;12;"BERGA";108;"NO";10;38.61;18.19;10.21
1986;9;7;"STACOL";116;"S";5;29.03;12.52;8.26
1968;4;29;"STACOL";58;"N";4;42.47;6.22;18.12
1988;2;12;"LLEIDA";143;"SO";10;32.65;14.06;9.29
2013;6;13;"MASNOU";105;"NO";9;32.56;19.47;6.55
1958;1;19;"MASNOU";87;"SO";0;40.85;-3.04;21.95
1996;8;25;"VIC";81;"SE";5;34.46;14.26;10.1
2000;7;20;"MASNOU";111;"E";9;20.81;8.33;6.24
1991;2;24;"TARRACO";26;"E";2;35.29;17.47;8.91
1994;6;24;"BCN";80;"S";4;9.33;0.37;4.48
1984;9;20;"TARRACO";127;"S";1;37.31;18.76;9.28
1990;11;20;"HOSPI";86;"N";3;13.35;3.05;5.15
2010;1;28;"VIC";53;"S";8;35.62;7.3;14.16
1967;11;30;"HOSPI";170;"O";1;40.31;9.58;15.37
1997;8;3;"MASNOU";33;"O";10;42.18;16.6;12.79
2004;3;21;"TARRACO";132;"O";7;18.25;-2.94;10.6
1950;6;20;"MASNOU";153;"SO";0;35.15;-6.02;20.59
1984;5;29;"LLEIDA";62;"E";6;28.01;-0.89;14.45
1987;10;25;"MASNOU";126;"SO";9;21.58;11.61;4.98
1983;6;13;"BERGA";68;"S";2;12.33;6.81;2.76
1973;10;25;"MASNOU";2;"S";4;19.88;9.45;5.21
1966;2;12;"BERGA";149;"N";6;41.28;3.18;19.05
2007;1;21;"STACOL";0;"NO";6;7.44;6.29;0.58
2011;10;3;"STACOL";8;"E";5;40.76;-5.47;23.11
1992;11;3;"BERGA";93;"S";3;38.93;10.11;14.41
1957;10;24;"VIC";152;"SE";1;34.17;12.15;11.01
1971;5;19;"BCN";9;"NO";7;35.98;6.22;14.88
1971;12;2;"GIRONA";81;"O";3;16.16;7.1;4.53
1984;2;25;"VIC";9;"E";9;35.18;-9.75;22.46
2009;12;22;"LLEIDA";123;"E";4;41.37;-8.1;24.73
2012;12;1;"TARRACO";151;"SO";6;10.21;8.11;1.05
1984;2;14;"LLEIDA";40;"NO";9;40.51;10.68;14.91
1964;2;8;"STACOL";150;"SE";7;32.51;17.7;7.4
1952;3;24;"BCN";57;"E";10;25.75;8.65;8.55
1977;4;13;"HOSPI";21;"S";5;27.04;17.33;4.86
2010;7;26;"BERGA";118;"SO";1;37.44;-2.46;19.95
1994;12;19;"STACOL";137;"N";7;42.26;1.16;20.55
2007;3;27;"TIBIDABO";129;"SE";3;3.48;2.26;0.61
1979;11;7;"BCN";94;"O";5;36.25;-2.94;19.59
1985;11;21;"GIRONA";42;"SO";7;27.7;5.32;11.19
1982;4;26;"TIBIDABO";43;"N";5;-6.5;-8.67;1.08
2003;10;16;"TARRACO";111;"O";3;39.76;17.57;11.09
1979;4;13;"VIC";150;"O";8;27.6;5.81;10.9
1976;5;21;"TIBIDABO";77;"E";6;26.5;-1.4;13.95
2009;8;30;"TARRACO";198;"O";4;26.71;17.75;4.48
2014;4;19;"TIBIDABO";68;"E";0;43.83;19.98;11.92
2004;11;18;"TIBIDABO";141;"NO";7;38.66;4.1;17.28
2013;12;10;"BCN";169;"S";5;37.08;-7.32;22.2
1987;6;8;"TARRACO";188;"SO";9;44.34;-5.65;25.0
1995;8;10;"GIRONA";134;"SO";6;38.79;8.43;15.18
1973;1;29;"LLEIDA";141;"SO";6;23.96;13.38;5.29
1996;4;26;"GIRONA";108;"SO";0;25.41;-3.55;14.48
1995;11;25;"BERGA";199;"SE";9;30.23;5.53;12.35
1999;4;3;"HOSPI";146;"NO";4;24.12;-7.13;15.62
1983;1;19;"VIC";92;"SE";0;0.41;-7.09;3.75
2000;8;21;"HOSPI";156;"S";4;8.75;1.15;3.8
1972;1;10;"BCN";179;"NO";7;38.5;19.82;9.34
1997;4;17;"STACOL";144;"SO";8;10.05;7.83;1.11
1956;9;24;"TARRACO";174;"O";6;4.92;-3.21;4.06
1980;2;12;"HOSPI";161;"SO";6;32.12;7.14;12.49
1985;6;4;"VIC";47;"NE";0;21.52;0.94;10.29
1986;5;24;"STACOL";68;"SO";1;37.2;7.37;14.92
1987;11;15;"BERGA";39;"O";1;-2.12;-6.2;2.04
1996;5;15;"HOSPI";99;"NO";1;15.79;-5.53;10.66
2017;7;5;"TIBIDABO";164;"E";8;12.31;-1.29;6.8
1965;10;16;"BCN";127;"SO";5;11.03;4.19;3.42
1973;5;17;"TARRACO";185;"S";6;35.82;14.32;10.75
1998;2;23;"LLEIDA";170;"NE";3;19.4;16.47;1.46
1966;11;27;"TIBIDABO";87;"SO";7;10.11;5.96;2.07
1994;6;25;"BCN";198;"N";3;10.37;6.29;2.04
1952;4;16;"BERGA";143;"N";2;27.08;6.3;10.39
1971;10;23;"BERGA";89;"N";4;38.21;-5.85;22.03
1972;2;24;"TARRACO";22;"NO";4;9.85;-8.22;9.04
1973;2;21;"BERGA";26;"SE";1;0.28;-2.77;1.52
2004;6;1;"BERGA";184;"N";4;10.03;-0.5;5.26
1986;5;26;"TIBIDABO";82;"NE";8;21.78;14.32;3.73
1962;11;30;"TIBIDABO";187;"E";1;27.35;6.03;10.66
2003;8;7;"TARRACO";125;"O";7;3.68;-0.42;2.05
2008;11;13;"TIBIDABO";40;"E";1;17.04;-5.22;11.13
1984;12;14;"VIC";55;"SO";1;32.13;13.66;9.24
1988;10;27;"HOSPI";76;"E";3;7.15;4.54;1.31
